Zip,Zip Code Type,City,state,county,area_codes,Latitude,Longitude,Population
4936,STANDARD,Eustis,ME,Franklin County,207,45.21,-70.47,0
4937,STANDARD,Fairfield,ME,Somerset County,207,44.59,-69.6,5223
4938,STANDARD,Farmington,ME,Franklin County,207,44.66,-70.14,5726
4939,STANDARD,Garland,ME,Penobscot County,207,45.03,-69.16,847
4941,STANDARD,Freedom,ME,Waldo County,207,44.53,-69.29,1303
4942,STANDARD,Harmony,ME,Piscataquis County,207,44.97,-69.54,791
4943,STANDARD,Hartland,ME,Somerset County,207,44.88,-69.45,1461
4945,STANDARD,Jackman,ME,Somerset County,207,45.62,-70.25,981
4947,STANDARD,Kingfield,ME,Franklin County,207,44.95,-70.15,1429
4949,STANDARD,Liberty,ME,Waldo County,207,44.38,-69.3,824
4950,STANDARD,Madison,ME,Somerset County,207,44.79,-69.88,3268
4951,STANDARD,Monroe,ME,Waldo County,207,44.61,-69.01,697
4952,STANDARD,Morrill,ME,Waldo County,207,44.44,-69.14,1473
4953,STANDARD,Newport,ME,Penobscot County,207,44.83,-69.26,2465
4955,STANDARD,New Sharon,ME,Franklin County,207,44.63,-70.01,1139
4956,STANDARD,New Vineyard,ME,Franklin County,207,44.8,-70.12,546
4957,STANDARD,Norridgewock,ME,Somerset County,207,44.71,-69.79,3228
4958,STANDARD,North Anson,ME,Somerset County,207,44.95,-69.94,1359
4961,STANDARD,New Portland,ME,Somerset County,207,45.01,-70.08,620
4962,STANDARD,North Vassalboro,ME,Kennebec County,207,44.48,-69.56,0
4963,STANDARD,Oakland,ME,Kennebec County,207,44.55,-69.71,6062
4965,STANDARD,Palmyra,ME,Somerset County,207,44.84,-69.35,1479
4966,STANDARD,Phillips,ME,Franklin County,207,44.82,-70.34,1247
4967,STANDARD,Pittsfield,ME,Somerset County,207,44.77,-69.38,3306
4969,STANDARD,Plymouth,ME,Penobscot County,207,44.76,-69.21,1021
4970,STANDARD,Rangeley,ME,Franklin County,207,44.96,-70.64,1328
4971,STANDARD,Saint Albans,ME,Somerset County,207,44.91,-69.41,1444
4973,STANDARD,Searsmont,ME,Waldo County,207,44.36,-69.19,1125
4974,STANDARD,Searsport,ME,Waldo County,207,44.46,-68.91,2180
4976,STANDARD,Skowhegan,ME,Somerset County,207,44.77,-69.71,7550
4978,STANDARD,Smithfield,ME,Somerset County,207,44.63,-69.8,849
4979,STANDARD,Solon,ME,Somerset County,207,44.94,-69.85,781
4981,STANDARD,Stockton Springs,ME,Waldo County,207,44.48,-68.85,1822
4982,STANDARD,Stratton,ME,Franklin County,207,45.14,-70.44,509
4983,STANDARD,Strong,ME,Franklin County,207,44.8,-70.22,1338
4984,STANDARD,Temple,ME,Franklin County,207,44.68,-70.22,450
4985,STANDARD,West Forks,ME,Somerset County,207,45.42,-69.97,0
4986,STANDARD,Thorndike,ME,Waldo County,207,44.57,-69.27,1251
4987,STANDARD,Troy,ME,Waldo County,207,44.66,-69.24,735
4988,STANDARD,Unity,ME,Waldo County,207,44.61,-69.33,1315
4989,STANDARD,Vassalboro,ME,Kennebec County,207,44.45,-69.67,3155
5001,STANDARD,White River Junction,VT,Windsor County,802,43.65,-72.32,6028
5032,STANDARD,Bethel,VT,Windsor County,802,43.83,-72.63,2051
5033,STANDARD,Bradford,VT,Orange County,802,43.99,-72.12,2569
5034,STANDARD,Bridgewater,VT,Windsor County,802,43.58,-72.63,0
5035,STANDARD,Bridgewater Corners,VT,Windsor County,802,43.6,-72.68,527
5036,STANDARD,Brookfield,VT,Orange County,802,44.05,-72.6,802
5037,STANDARD,Brownsville,VT,Windsor County,802,43.45,-72.49,717
5038,STANDARD,Chelsea,VT,Orange County,802,43.98,-72.47,1172
5039,STANDARD,Corinth,VT,Orange County,802,44.02,-72.23,718
5040,STANDARD,East Corinth,VT,Orange County,802,44.09,-72.22,506
5041,STANDARD,East Randolph,VT,Orange County,802,43.93,-72.55,0
5042,STANDARD,East Ryegate,VT,Caledonia County,802,44.19,-72.07,510
5043,STANDARD,East Thetford,VT,Orange County,802,43.81,-72.19,769
5045,STANDARD,Fairlee,VT,Orange County,802,43.91,-72.19,1270
5046,STANDARD,Groton,VT,Caledonia County,802,44.22,-72.2,1054
5048,STANDARD,Hartland,VT,Windsor County,802,43.55,-72.4,2161
5051,STANDARD,Newbury,VT,Orange County,802,44.08,-72.06,828
5052,STANDARD,North Hartland,VT,Windsor County,802,43.59,-72.35,0
5053,STANDARD,North Pomfret,VT,Windsor County,802,43.72,-72.49,0
5055,STANDARD,Norwich,VT,Windsor County,802,43.72,-72.3,3317
5056,STANDARD,Plymouth,VT,Windsor County,802,43.53,-72.73,0
5058,STANDARD,Post Mills,VT,Orange County,802,43.89,-72.26,0
5060,STANDARD,Randolph,VT,Orange County,802,43.92,-72.67,3991
5061,STANDARD,Randolph Center,VT,Orange County,802,43.93,-72.58,1100
5062,STANDARD,Reading,VT,Windsor County,802,43.47,-72.55,623
5065,STANDARD,Sharon,VT,Windsor County,802,43.78,-72.45,1078
5067,STANDARD,South Pomfret,VT,Windsor County,802,43.68,-72.51,0
5068,STANDARD,South Royalton,VT,Windsor County,802,43.82,-72.52,2458
5069,STANDARD,South Ryegate,VT,Orange County,,44.22,-72.12,581
5070,STANDARD,South Strafford,VT,Orange County,802,43.83,-72.37,495
5071,STANDARD,South Woodstock,VT,Windsor County,802,43.57,-72.53,0
5072,STANDARD,Strafford,VT,Orange County,802,43.87,-72.38,0
5073,STANDARD,Taftsville,VT,Windsor County,802,43.62,-72.46,0
5075,STANDARD,Thetford Center,VT,Orange County,802,43.82,-72.27,1118
5076,STANDARD,Topsham,VT,Orange County,802,44.09,-72.22,0
5077,STANDARD,Tunbridge,VT,Orange County,802,43.88,-72.5,914
5079,STANDARD,Vershire,VT,Orange County,802,43.97,-72.32,538
5081,STANDARD,Wells River,VT,Orange County,802,44.15,-72.06,747
5083,STANDARD,West Fairlee,VT,Orange County,802,43.9,-72.27,0
5084,STANDARD,West Hartford,VT,Windsor County,802,43.72,-72.42,0
5086,STANDARD,West Topsham,VT,Orange County,802,44.13,-72.25,664
5089,STANDARD,Windsor,VT,Windsor County,802,43.48,-72.42,3525
5091,STANDARD,Woodstock,VT,Windsor County,802,43.62,-72.51,3089
5101,STANDARD,Bellows Falls,VT,Windham County,802,43.13,-72.45,3543
5141,STANDARD,Cambridgeport,VT,Windham County,802,43.15,-72.56,0
5142,STANDARD,Cavendish,VT,Windsor County,802,43.38,-72.62,601
5143,STANDARD,Chester,VT,Windsor County,802,43.26,-72.59,4032
5146,STANDARD,Grafton,VT,Windham County,802,43.16,-72.61,516
5148,STANDARD,Londonderry,VT,Windham County,802,43.22,-72.8,1210
5149,STANDARD,Ludlow,VT,Windsor County,802,43.39,-72.69,2103
5150,STANDARD,North Springfield,VT,Windsor County,802,43.33,-72.52,925
5151,STANDARD,Perkinsville,VT,Windsor County,802,43.36,-72.51,1126
5152,STANDARD,Peru,VT,Bennington County,802,43.23,-72.89,0
5153,STANDARD,Proctorsville,VT,Windsor County,802,43.41,-72.6,670
5154,STANDARD,Saxtons River,VT,Windham County,802,43.13,-72.51,849
5155,STANDARD,South Londonderry,VT,Windham County,802,43.18,-72.79,860
5156,STANDARD,Springfield,VT,Windsor County,802,43.28,-72.47,7482
5158,STANDARD,Westminster,VT,Windham County,802,43.07,-72.45,965
5161,STANDARD,Weston,VT,Windsor County,802,43.28,-72.8,552
5201,STANDARD,Bennington,VT,Bennington County,802,42.87,-73.18,12180
5250,STANDARD,Arlington,VT,Bennington County,802,43.06,-73.15,2911
5251,STANDARD,Dorset,VT,Bennington County,802,43.25,-73.09,1236
5252,STANDARD,East Arlington,VT,Bennington County,802,43.06,-73.13,0
5253,STANDARD,East Dorset,VT,Bennington County,802,43.24,-72.99,559
5255,STANDARD,Manchester Center,VT,Bennington County,802,43.17,-73.04,3743
5257,STANDARD,North Bennington,VT,Bennington County,802,42.92,-73.24,2155
5260,STANDARD,North Pownal,VT,Bennington County,802,42.81,-73.24,0
5261,STANDARD,Pownal,VT,Bennington County,802,42.76,-73.23,2087
5262,STANDARD,Shaftsbury,VT,Bennington County,802,42.98,-73.2,2236
5301,STANDARD,Brattleboro,VT,Windham County,802,42.86,-72.57,12127
5340,STANDARD,Bondville,VT,Bennington County,802,43.16,-72.93,720
5341,STANDARD,East Dover,VT,Windham County,802,42.96,-72.78,0
5342,STANDARD,Jacksonville,VT,Windham County,802,42.79,-72.82,572
5343,STANDARD,Jamaica,VT,Windham County,802,43.1,-72.8,697
5345,STANDARD,Newfane,VT,Windham County,802,42.98,-72.65,1416
5346,STANDARD,Putney,VT,Windham County,802,42.97,-72.52,4067
5350,STANDARD,Readsboro,VT,Bennington County,802,42.77,-72.94,636
5351,STANDARD,South Newfane,VT,Windham County,802,42.94,-72.7,0
5352,STANDARD,Stamford,VT,Bennington County,802,42.77,-72.94,757
5353,STANDARD,Townshend,VT,Windham County,802,43.04,-72.66,857
5354,STANDARD,Vernon,VT,Windham County,802,42.78,-72.52,1940
5355,STANDARD,Wardsboro,VT,Windham County,802,43.02,-72.8,0
5356,STANDARD,West Dover,VT,Windham County,802,42.96,-72.91,1043
5358,STANDARD,West Halifax,VT,Windham County,802,42.76,-72.72,0
5359,STANDARD,West Townshend,VT,Windham County,802,43.13,-72.71,447
5360,STANDARD,West Wardsboro,VT,Windham County,802,43.02,-72.85,0
5361,STANDARD,Whitingham,VT,Windham County,802,42.78,-72.87,601
5362,STANDARD,Williamsville,VT,Windham County,802,42.94,-72.65,0
5363,STANDARD,Wilmington,VT,Windham County,802,42.86,-72.87,1949
5401,STANDARD,Burlington,VT,Chittenden County,802,44.48,-73.22,16845
5403,STANDARD,South Burlington,VT,Chittenden County,802,44.44,-73.21,15655
5404,STANDARD,Winooski,VT,Chittenden County,802,44.49,-73.18,5309
5408,STANDARD,Burlington,VT,Chittenden County,802,44.48,-73.27,8454
5440,STANDARD,Alburgh,VT,Grand Isle County,802,44.97,-73.3,1781
5441,STANDARD,Bakersfield,VT,Franklin County,802,44.78,-72.8,602
5442,STANDARD,Belvidere Center,VT,Lamoille County,802,44.75,-72.68,0
5443,STANDARD,Bristol,VT,Addison County,802,44.13,-73.08,5546
5444,STANDARD,Cambridge,VT,Lamoille County,,44.63,-72.88,1600
5445,STANDARD,Charlotte,VT,Chittenden County,802,44.3,-73.25,3516
5446,STANDARD,Colchester,VT,Chittenden County,802,44.53,-73.15,13766
5447,STANDARD,East Berkshire,VT,Franklin County,802,44.92,-72.7,0
5448,STANDARD,East Fairfield,VT,Franklin County,802,44.8,-72.91,962
5450,STANDARD,Enosburg Falls,VT,Franklin County,802,44.9,-72.8,4192
5452,STANDARD,Essex Junction,VT,Chittenden County,802,44.49,-73.11,17705
5454,STANDARD,Fairfax,VT,Franklin County,802,44.67,-73.02,4130
5455,STANDARD,Fairfield,VT,Franklin County,802,44.8,-72.95,1037
5456,STANDARD,Ferrisburgh,VT,Addison County,802,44.2,-73.25,1108
5457,STANDARD,Franklin,VT,Franklin County,802,44.98,-72.92,1336
5458,STANDARD,Grand Isle,VT,Grand Isle County,802,44.72,-73.3,1905
5459,STANDARD,Highgate Center,VT,Franklin County,802,44.95,-72.99,1704
5461,STANDARD,Hinesburg,VT,Chittenden County,802,44.33,-73.12,4309
5462,STANDARD,Huntington,VT,Chittenden County,802,44.33,-72.98,1733
5463,STANDARD,Isle La Motte,VT,Grand Isle County,802,44.87,-73.33,452
5464,STANDARD,Jeffersonville,VT,Lamoille County,802,44.64,-72.82,2441
5465,STANDARD,Jericho,VT,Chittenden County,802,44.5,-72.98,5143
5468,STANDARD,Milton,VT,Chittenden County,802,44.63,-73.11,11914
5471,STANDARD,Montgomery Center,VT,Franklin County,,44.86,-72.59,653
5472,STANDARD,New Haven,VT,Addison County,802,44.12,-73.15,1669
5473,STANDARD,North Ferrisburgh,VT,Addison County,802,44.24,-73.19,1242
5474,STANDARD,North Hero,VT,Grand Isle County,802,44.82,-73.28,757
5476,STANDARD,Richford,VT,Franklin County,802,44.99,-72.67,2173
5477,STANDARD,Richmond,VT,Chittenden County,802,44.4,-73,4027
5478,STANDARD,Saint Albans,VT,Franklin County,802,44.81,-73.08,12191
5482,STANDARD,Shelburne,VT,Chittenden County,802,44.38,-73.23,6810
5483,STANDARD,Sheldon,VT,Franklin County,802,44.88,-72.95,1194
5486,STANDARD,South Hero,VT,Grand Isle County,802,44.64,-73.31,1619
5487,STANDARD,Starksboro,VT,Addison County,802,44.22,-72.99,1323
5488,STANDARD,Swanton,VT,Franklin County,802,44.92,-73.12,6347
5489,STANDARD,Underhill,VT,Chittenden County,802,44.53,-72.97,2816
5491,STANDARD,Vergennes,VT,Addison County,802,44.16,-73.25,5045
5492,STANDARD,Waterville,VT,Lamoille County,802,44.71,-72.75,688
5494,STANDARD,Westford,VT,Chittenden County,802,44.62,-73.02,1555
5495,STANDARD,Williston,VT,Chittenden County,802,44.43,-73.07,9087
5602,STANDARD,Montpelier,VT,Washington County,802,44.26,-72.57,10117
5640,STANDARD,Adamant,VT,Washington County,802,44.35,-72.5,0
5641,STANDARD,Barre,VT,Washington County,802,44.2,-72.5,13551
5647,STANDARD,Cabot,VT,Washington County,802,44.4,-72.31,853
5648,STANDARD,Calais,VT,Washington County,802,44.38,-72.43,451
5649,STANDARD,East Barre,VT,Washington County,802,44.15,-72.44,959
5650,STANDARD,East Calais,VT,Washington County,802,44.35,-72.44,906
5651,STANDARD,East Montpelier,VT,Washington County,802,44.28,-72.49,1465
5652,STANDARD,Eden,VT,Lamoille County,802,44.7,-72.55,651
5653,STANDARD,Eden Mills,VT,Lamoille County,802,44.69,-72.48,0
5654,STANDARD,Graniteville,VT,Washington County,802,44.15,-72.47,1050
5655,STANDARD,Hyde Park,VT,Lamoille County,802,44.59,-72.61,2465
5656,STANDARD,Johnson,VT,Lamoille County,802,44.63,-72.67,2331
5658,STANDARD,Marshfield,VT,Washington County,802,44.35,-72.35,1228
5660,STANDARD,Moretown,VT,Washington County,802,44.25,-72.75,1642
5661,STANDARD,Morrisville,VT,Lamoille County,802,44.55,-72.59,5006
5663,STANDARD,Northfield,VT,Washington County,802,44.15,-72.65,3880
5666,STANDARD,North Montpelier,VT,Washington County,802,44.25,-72.48,0
5667,STANDARD,Plainfield,VT,Washington County,802,44.28,-72.43,1957
5669,STANDARD,Roxbury,VT,Washington County,802,44.1,-72.73,462
5672,STANDARD,Stowe,VT,Lamoille County,802,44.46,-72.68,4344
5673,STANDARD,Waitsfield,VT,Washington County,802,44.18,-72.82,2719
5674,STANDARD,Warren,VT,Washington County,802,44.12,-72.85,1263
5675,STANDARD,Washington,VT,Orange County,802,44.1,-72.43,817
5676,STANDARD,Waterbury,VT,Washington County,802,44.33,-72.75,4322
5677,STANDARD,Waterbury Center,VT,Washington County,802,44.38,-72.7,1994
5679,STANDARD,Williamstown,VT,Orange County,802,44.12,-72.53,2786
5680,STANDARD,Wolcott,VT,Lamoille County,802,44.55,-72.47,1662
5681,STANDARD,Woodbury,VT,Washington County,802,44.44,-72.4,0
5682,STANDARD,Worcester,VT,Washington County,802,44.37,-72.55,1110
5701,STANDARD,Rutland,VT,Rutland County,802,43.6,-72.97,16970
5730,STANDARD,Belmont,VT,Rutland County,802,43.42,-72.81,0
5732,STANDARD,Bomoseen,VT,Rutland County,802,43.63,-73.2,1003
5733,STANDARD,Brandon,VT,Rutland County,802,43.8,-73.08,4770
5734,STANDARD,Bridport,VT,Addison County,802,43.98,-73.32,1087
5735,STANDARD,Castleton,VT,Rutland County,802,43.62,-73.18,2370
5736,STANDARD,Center Rutland,VT,Rutland County,802,43.61,-73.01,536
5737,STANDARD,Chittenden,VT,Rutland County,802,43.72,-72.95,665
5738,STANDARD,Cuttingsville,VT,Rutland County,802,43.48,-72.88,1058
5739,STANDARD,Danby,VT,Rutland County,802,43.35,-73,1194
5742,STANDARD,East Wallingford,VT,Rutland County,802,43.43,-72.87,0
5743,STANDARD,Fair Haven,VT,Rutland County,802,43.59,-73.27,3514
5744,STANDARD,Florence,VT,Rutland County,802,43.7,-73.08,507
5747,STANDARD,Granville,VT,Addison County,802,43.98,-72.85,0
5748,STANDARD,Hancock,VT,Addison County,802,43.93,-72.83,0
5751,STANDARD,Killington,VT,Rutland County,802,43.67,-72.77,1157
5753,STANDARD,Middlebury,VT,Addison County,802,44,-73.15,6966
5757,STANDARD,Middletown Springs,VT,Rutland County,802,43.48,-73.12,782
5758,STANDARD,Mount Holly,VT,Rutland County,802,43.43,-72.78,646
5759,STANDARD,North Clarendon,VT,Rutland County,802,43.53,-72.96,1856
5760,STANDARD,Orwell,VT,Addison County,802,43.8,-73.3,1038
5761,STANDARD,Pawlet,VT,Rutland County,802,43.35,-73.18,932
5762,STANDARD,Pittsfield,VT,Rutland County,802,43.78,-72.82,432
5763,STANDARD,Pittsford,VT,Rutland County,802,43.7,-73.03,2481
5764,STANDARD,Poultney,VT,Rutland County,802,43.51,-73.23,2481
5765,STANDARD,Proctor,VT,Rutland County,802,43.65,-73.03,1566
5766,STANDARD,Ripton,VT,Addison County,802,44,-73.15,0
5767,STANDARD,Rochester,VT,Windsor County,802,43.88,-72.82,1033
5769,STANDARD,Salisbury,VT,Addison County,802,43.9,-73.1,951
5770,STANDARD,Shoreham,VT,Addison County,802,43.9,-73.32,1014
5772,STANDARD,Stockbridge,VT,Windsor County,802,43.78,-72.77,0
5773,STANDARD,Wallingford,VT,Rutland County,802,43.48,-72.97,1949
5774,STANDARD,Wells,VT,Rutland County,802,43.42,-73.2,1047
5775,STANDARD,West Pawlet,VT,Rutland County,802,43.36,-73.22,488
5776,STANDARD,West Rupert,VT,Bennington County,802,43.26,-73.19,0
5777,STANDARD,West Rutland,VT,Rutland County,802,43.59,-73.04,3132
5778,STANDARD,Whiting,VT,Addison County,802,43.87,-73.21,667
5819,STANDARD,Saint Johnsbury,VT,Caledonia County,802,44.41,-71.97,6872
5820,STANDARD,Albany,VT,Orleans County,802,44.73,-72.38,0
5821,STANDARD,Barnet,VT,Caledonia County,802,44.3,-72.05,1004
5822,STANDARD,Barton,VT,Orleans County,802,44.74,-72.17,1747
5824,STANDARD,Concord,VT,Essex County,802,44.43,-71.88,938
5826,STANDARD,Craftsbury,VT,Orleans County,802,44.63,-72.37,628
5827,STANDARD,Craftsbury Common,VT,Orleans County,802,44.65,-72.41,0
5828,STANDARD,Danville,VT,Caledonia County,802,44.42,-72.13,1672
5829,STANDARD,Derby,VT,Orleans County,802,44.92,-72.12,2224
5830,STANDARD,Derby Line,VT,Orleans County,802,45,-72.1,1332
5832,STANDARD,East Burke,VT,Caledonia County,802,44.6,-71.92,814
5833,STANDARD,East Charleston,VT,Orleans County,802,44.83,-72,0
5836,STANDARD,East Hardwick,VT,Caledonia County,802,44.52,-72.3,880
5837,STANDARD,East Haven,VT,Essex County,,44.67,-71.9,0
5839,STANDARD,Glover,VT,Orleans County,802,44.7,-72.18,613
5841,STANDARD,Greensboro,VT,Orleans County,802,44.58,-72.28,0
5842,STANDARD,Greensboro Bend,VT,Caledonia County,,44.54,-72.21,498
5843,STANDARD,Hardwick,VT,Caledonia County,802,44.5,-72.37,2254
5845,STANDARD,Irasburg,VT,Orleans County,802,44.81,-72.28,1030
5846,STANDARD,Island Pond,VT,Essex County,,44.81,-71.88,1053
5847,STANDARD,Lowell,VT,Orleans County,802,44.8,-72.45,636
5850,STANDARD,Lyndon Center,VT,Caledonia County,802,44.55,-72.04,575
5851,STANDARD,Lyndonville,VT,Caledonia County,802,44.53,-72,4536
5853,STANDARD,Morgan,VT,Orleans County,802,44.89,-71.96,453
5855,STANDARD,Newport,VT,Orleans County,802,44.93,-72.2,5570
5857,STANDARD,Newport Center,VT,Orleans County,802,44.95,-72.3,1218
5858,STANDARD,North Concord,VT,Essex County,802,44.56,-71.77,0
5859,STANDARD,North Troy,VT,Orleans County,802,44.99,-72.4,1422
5860,STANDARD,Orleans,VT,Orleans County,802,44.81,-72.2,2073
5862,STANDARD,Peacham,VT,Caledonia County,802,44.33,-72.17,0
5866,STANDARD,Sheffield,VT,Caledonia County,802,44.6,-72.12,573
5867,STANDARD,Sutton,VT,Caledonia County,802,44.66,-72.03,547
5868,STANDARD,Troy,VT,Orleans County,802,44.93,-72.38,0
5871,STANDARD,West Burke,VT,Caledonia County,802,44.64,-71.98,1264
5872,STANDARD,West Charleston,VT,Orleans County,802,44.86,-72.05,583
5873,STANDARD,West Danville,VT,Caledonia County,802,44.46,-72.22,636
5874,STANDARD,Westfield,VT,Orleans County,802,44.88,-72.42,464
5875,STANDARD,West Glover,VT,Orleans County,802,44.69,-72.26,0
5902,STANDARD,Beecher Falls,VT,Essex County,802,45,-71.51,0
5903,STANDARD,Canaan,VT,Essex County,802,45,-71.53,738
5904,STANDARD,Gilman,VT,Essex County,802,44.41,-71.71,0
5905,STANDARD,Guildhall,VT,Essex County,802,44.56,-71.56,584
5906,STANDARD,Lunenburg,VT,Essex County,802,44.47,-71.68,1005
5907,STANDARD,Norton,VT,Essex County,802,45,-71.8,0
6001,STANDARD,Avon,CT,Hartford County,860,41.8,-72.83,16788
6002,STANDARD,Bloomfield,CT,Hartford County,860,41.81,-72.73,18034
6010,STANDARD,Bristol,CT,Hartford County,860,41.68,-72.94,50388
6013,STANDARD,Burlington,CT,Hartford County,860,41.76,-72.96,8379
6016,STANDARD,Broad Brook,CT,Hartford County,860,41.9,-72.54,5434
6018,STANDARD,Canaan,CT,Litchfield County,860,42.03,-73.33,2308
6019,STANDARD,Canton,CT,Hartford County,860,41.81,-72.9,8702
6020,STANDARD,Canton Center,CT,Hartford County,860,41.86,-72.9,0
6021,STANDARD,Colebrook,CT,Litchfield County,,42.02,-73.1,588
6022,STANDARD,Collinsville,CT,Hartford County,860,41.81,-72.92,0
6023,STANDARD,East Berlin,CT,Hartford County,860,41.61,-72.72,1204
6024,STANDARD,East Canaan,CT,Litchfield County,,42,-73.28,491
6026,STANDARD,East Granby,CT,Hartford County,860,41.93,-72.71,4698
6027,STANDARD,East Hartland,CT,Hartford County,860,42,-72.94,1332
6029,STANDARD,Ellington,CT,Tolland County,860,41.9,-72.46,13436
6031,STANDARD,Falls Village,CT,Litchfield County,860,41.95,-73.36,1062
6032,STANDARD,Farmington,CT,Hartford County,860,41.71,-72.83,16183
6033,STANDARD,Glastonbury,CT,Hartford County,860,41.7,-72.6,25927
6035,STANDARD,Granby,CT,Hartford County,860,41.95,-72.78,6864
6037,STANDARD,Berlin,CT,Hartford County,860,41.62,-72.77,17190
6039,STANDARD,Lakeville,CT,Litchfield County,860,41.94,-73.43,1893
6040,STANDARD,Manchester,CT,Hartford County,860,41.78,-72.51,29298
6042,STANDARD,Manchester,CT,Hartford County,860,41.79,-72.53,18594
6043,STANDARD,Bolton,CT,Tolland County,860,41.76,-72.43,4713
6051,STANDARD,New Britain,CT,Hartford County,860,41.67,-72.78,20529
6052,STANDARD,New Britain,CT,Hartford County,860,41.67,-72.78,6445
6053,STANDARD,New Britain,CT,Hartford County,860,41.67,-72.78,24752
6057,STANDARD,New Hartford,CT,Litchfield County,,41.87,-72.97,6239
6058,STANDARD,Norfolk,CT,Litchfield County,860,41.99,-73.19,1485
6059,STANDARD,North Canton,CT,Hartford County,860,41.9,-72.89,0
6060,STANDARD,North Granby,CT,Hartford County,860,42.01,-72.84,2317
6062,STANDARD,Plainville,CT,Hartford County,860,41.66,-72.9,15474
6063,STANDARD,Barkhamsted,CT,Litchfield County,860,41.93,-72.97,2978
6065,STANDARD,Riverton,CT,Hartford County,,41.95,-73.02,746
6066,STANDARD,Vernon Rockville,CT,Tolland County,860,41.84,-72.45,24424
6067,STANDARD,Rocky Hill,CT,Hartford County,860,41.66,-72.63,17166
6068,STANDARD,Salisbury,CT,Litchfield County,,42.01,-73.42,1191
6069,STANDARD,Sharon,CT,Litchfield County,860,41.87,-73.47,2013
6070,STANDARD,Simsbury,CT,Hartford County,860,41.88,-72.81,13868
6071,STANDARD,Somers,CT,Tolland County,860,41.98,-72.45,8215
6073,STANDARD,South Glastonbury,CT,Hartford County,860,41.65,-72.56,5078
6074,STANDARD,South Windsor,CT,Hartford County,860,41.81,-72.61,23622
6076,STANDARD,Stafford Springs,CT,Tolland County,860,41.95,-72.3,10627
6078,STANDARD,Suffield,CT,Hartford County,860,41.98,-72.65,8852
6081,STANDARD,Tariffville,CT,Hartford County,860,41.9,-72.76,1163
6082,STANDARD,Enfield,CT,Hartford County,860,41.96,-72.56,35610
6084,STANDARD,Tolland,CT,Tolland County,860,41.98,-72.15,13549
6085,STANDARD,Unionville,CT,Hartford County,860,41.75,-72.88,6187
6088,STANDARD,East Windsor,CT,Hartford County,860,41.85,-72.6,4088
6089,STANDARD,Weatogue,CT,Hartford County,860,41.84,-72.82,2654
6090,STANDARD,West Granby,CT,Hartford County,860,41.95,-72.86,1117
6091,STANDARD,West Hartland,CT,Hartford County,860,42,-72.97,0
6092,STANDARD,West Simsbury,CT,Hartford County,860,41.87,-72.84,4014
6093,STANDARD,West Suffield,CT,Hartford County,860,42,-72.72,3130
6095,STANDARD,Windsor,CT,Hartford County,860,41.85,-72.65,26020
6096,STANDARD,Windsor Locks,CT,Hartford County,860,41.92,-72.65,11081
6098,STANDARD,Winsted,CT,Litchfield County,860,41.92,-73.06,9551
6101,STANDARD,Hartford,CT,Hartford County,860,41.76,-72.68,0
6103,STANDARD,Hartford,CT,Hartford County,860,41.76,-72.68,1087
6105,STANDARD,Hartford,CT,Hartford County,860,41.76,-72.68,12164
6106,STANDARD,Hartford,CT,Hartford County,860,41.76,-72.68,24425
6107,STANDARD,West Hartford,CT,Hartford County,860,41.75,-72.74,17031
6108,STANDARD,East Hartford,CT,Hartford County,860,41.76,-72.61,18429
6109,STANDARD,Wethersfield,CT,Hartford County,860,41.7,-72.67,23881
6110,STANDARD,West Hartford,CT,Hartford County,860,41.75,-72.74,10680
6111,STANDARD,Newington,CT,Hartford County,860,41.68,-72.73,27167
6112,STANDARD,Hartford,CT,Hartford County,860,41.76,-72.68,14548
6114,STANDARD,Hartford,CT,Hartford County,860,41.76,-72.68,18603
6117,STANDARD,West Hartford,CT,Hartford County,860,41.75,-72.74,13211
6118,STANDARD,East Hartford,CT,Hartford County,860,41.76,-72.61,22839
6119,STANDARD,West Hartford,CT,Hartford County,860,41.75,-72.74,12133
6120,STANDARD,Hartford,CT,Hartford County,860,41.76,-72.68,6580
6152,STANDARD,Hartford,CT,Hartford County,860,41.76,-72.68,0
6199,STANDARD,Hartford,CT,Hartford County,860,41.76,-72.68,0
6226,STANDARD,Willimantic,CT,Windham County,860,41.71,-72.21,11822
6231,STANDARD,Amston,CT,Tolland County,860,41.62,-72.37,3495
6232,STANDARD,Andover,CT,Tolland County,860,41.73,-72.36,2914
6234,STANDARD,Brooklyn,CT,Windham County,860,41.78,-71.95,6516
6235,STANDARD,Chaplin,CT,Windham County,860,41.8,-72.11,1952
6237,STANDARD,Columbia,CT,Tolland County,860,41.7,-72.3,4991
6238,STANDARD,Coventry,CT,Tolland County,860,41.78,-72.3,10876
6239,STANDARD,Danielson,CT,Windham County,860,41.8,-71.88,8642
6241,STANDARD,Dayville,CT,Windham County,860,41.85,-71.84,5026
6242,STANDARD,Eastford,CT,Windham County,860,41.9,-72.08,1360
6243,STANDARD,East Killingly,CT,Windham County,860,41.84,-71.8,0
6247,STANDARD,Hampton,CT,Windham County,860,41.78,-72.05,2112
6248,STANDARD,Hebron,CT,Tolland County,860,41.65,-72.36,5191
6249,STANDARD,Lebanon,CT,New London County,860,41.66,-72.24,6338
6250,STANDARD,Mansfield Center,CT,Tolland County,860,41.77,-72.19,4307
6254,STANDARD,North Franklin,CT,New London County,860,41.61,-72.14,1711
