Zip,Zip Code Type,City,state,county,area_codes,Latitude,Longitude,Population
604,PO BOX,Aguadilla,PR,,,18.43,-67.15,0
605,PO BOX,Aguadilla,PR,,,18.43,-67.15,0
611,PO BOX,Angeles,PR,,,18.28,-66.79,0
613,PO BOX,Arecibo,PR,,,18.45,-66.73,0
614,PO BOX,Arecibo,PR,,,18.45,-66.73,0
631,PO BOX,Castaner,PR,,,18.19,-66.82,0
636,PO BOX,Rosario,PR,,,18.15,-67.06,0
681,PO BOX,Mayaguez,PR,,,18.2,-67.14,0
694,PO BOX,Vega Baja,PR,,,18.44,-66.39,0
721,PO BOX,Palmer,PR,,,18.37,-65.77,0
726,PO BOX,Caguas,PR,,,18.23,-66.03,0
732,PO BOX,Ponce,PR,,,17.98,-66.6,0
733,PO BOX,Ponce,PR,,,17.98,-66.6,0
734,PO BOX,Ponce,PR,,,17.98,-66.6,0
737,PO BOX,Cayey,PR,,,18.11,-66.16,0
742,PO BOX,Roosevelt Roads,PR,,,18.27,-65.65,0
744,PO BOX,Rio Blanco,PR,,,18.22,-65.79,0
775,PO BOX,Culebra,PR,,,18.31,-65.3,0
785,PO BOX,Guayama,PR,,,17.97,-66.11,0
786,PO BOX,La Plata,PR,Aibonito,,18.16,-66.23,0
792,PO BOX,Humacao,PR,,,18.15,-65.81,0
801,PO BOX,St Thomas,VI,,,18.35,-64.93,0
803,PO BOX,St Thomas,VI,,,18.35,-64.93,0
804,PO BOX,St Thomas,VI,,,18.35,-64.93,0
805,PO BOX,St Thomas,VI,,,18.34,-64.93,0
821,PO BOX,Christiansted,VI,,,17.74,-64.7,0
822,PO BOX,Christiansted,VI,,,17.74,-64.7,0
823,PO BOX,Christiansted,VI,,,17.74,-64.7,0
824,PO BOX,Christiansted,VI,,,17.74,-64.7,0
831,PO BOX,St John,VI,,,18.33,-64.79,0
841,PO BOX,Frederiksted,VI,,,17.71,-64.88,0
851,PO BOX,Kingshill,VI,,,17.73,-64.8,0
902,PO BOX,San Juan,PR,,,18.4,-66.06,0
906,PO BOX,San Juan,PR,,,18.4,-66.06,0
908,PO BOX,San Juan,PR,,,18.4,-66.06,0
910,PO BOX,San Juan,PR,,,18.4,-66.06,0
914,PO BOX,San Juan,PR,,,18.4,-66.06,0
916,PO BOX,San Juan,PR,,,18.4,-66.06,0
919,PO BOX,San Juan,PR,,,18.4,-66.06,0
922,PO BOX,San Juan,PR,,,18.4,-66.06,0
928,PO BOX,San Juan,PR,,,18.4,-66.06,0
929,PO BOX,San Juan,PR,San Juan,,18.4,-66.06,0
930,PO BOX,San Juan,PR,,,18.4,-66.06,0
931,PO BOX,San Juan,PR,San Juan,,18.4,-66.06,0
933,PO BOX,San Juan,PR,San Juan,,18.4,-66.06,0
936,PO BOX,San Juan,PR,,,18.4,-66.06,0
937,PO BOX,San Juan,PR,San Juan,,18.4,-66.06,0
940,PO BOX,San Juan,PR,,,18.4,-66.06,0
950,PO BOX,Toa Baja,PR,,,18.44,-66.25,0
951,PO BOX,Toa Baja,PR,,,18.44,-66.25,0
954,PO BOX,Toa Alta,PR,Toa Alta,,18.39,-66.25,0
955,PO BOX,San Juan,PR,San Juan,,18.4,-66.06,0
958,PO BOX,Bayamon,PR,Bayamí_n,,18.28,-66.13,0
960,PO BOX,Bayamon,PR,,,18.28,-66.13,0
963,PO BOX,Catano,PR,Cataí±o,,18.43,-66.11,0
970,PO BOX,Guaynabo,PR,,,18.38,-66.11,0
977,PO BOX,Trujillo Alto,PR,,,18.36,-66.01,0
978,PO BOX,Saint Just,PR,San Juan,,18.37,-66.01,0
981,PO BOX,Carolina,PR,Carolina,,18.4,-65.98,0
984,PO BOX,Carolina,PR,Carolina,,18.4,-65.98,0
986,PO BOX,Carolina,PR,Carolina,,18.4,-65.98,0
988,PO BOX,Carolina,PR,Carolina,,18.4,-65.98,0
1003,PO BOX,Amherst,MA,Hampshire County,413,42.37,-72.52,0
1004,PO BOX,Amherst,MA,Hampshire County,413,42.37,-72.52,742
1009,PO BOX,Bondsville,MA,Hampden County,413,42.2,-72.34,1055
1014,PO BOX,Chicopee,MA,Hampden County,413,42.17,-72.57,0
1021,PO BOX,Chicopee,MA,Hampden County,413,42.17,-72.57,509
1029,PO BOX,East Otis,MA,Berkshire County,413,42.17,-73.03,509
1037,PO BOX,Hardwick,MA,Worcester County,,42.35,-72.2,714
1041,PO BOX,Holyoke,MA,Hampden County,413,42.21,-72.64,997
1059,PO BOX,North Amherst,MA,Hampshire County,413,42.4,-72.52,0
1061,PO BOX,Northampton,MA,Hampshire County,413,42.32,-72.67,423
1066,PO BOX,North Hatfield,MA,Franklin County,413,42.4,-72.6,0
1074,PO BOX,South Barre,MA,Worcester County,351,42.38,-72.09,525
1079,PO BOX,Thorndike,MA,Hampden County,413,42.18,-72.33,766
1083,PO BOX,Warren,MA,Worcester County,,42.21,-72.19,2519
1086,PO BOX,Westfield,MA,Hampden County,413,42.13,-72.75,664
1090,PO BOX,West Springfield,MA,Hampden County,413,42.12,-72.65,404
1092,PO BOX,West Warren,MA,Worcester County,,42.2,-72.2,1063
1093,PO BOX,Whately,MA,Franklin County,,42.45,-72.61,476
1094,PO BOX,Wheelwright,MA,Worcester County,,42.35,-72.14,0
1097,PO BOX,Woronoco,MA,Hampden County,413,42.19,-72.82,0
1101,PO BOX,Springfield,MA,Hampden County,413,42.11,-72.53,1531
1102,PO BOX,Springfield,MA,Hampden County,413,42.11,-72.53,0
1115,PO BOX,Springfield,MA,Hampden County,413,42.11,-72.53,0
1116,PO BOX,Longmeadow,MA,Hampden County,413,42.04,-72.57,0
1138,PO BOX,Springfield,MA,Hampden County,413,42.11,-72.53,509
1139,PO BOX,Springfield,MA,Hampden County,413,42.11,-72.53,0
1202,PO BOX,Pittsfield,MA,Berkshire County,413,42.45,-73.26,1186
1203,PO BOX,Pittsfield,MA,Berkshire County,413,42.45,-73.26,0
1227,PO BOX,Dalton,MA,Berkshire County,413,42.47,-73.16,0
1229,PO BOX,Glendale,MA,Berkshire County,413,42.3,-73.32,0
1242,PO BOX,Lenox Dale,MA,Berkshire County,413,42.36,-73.27,515
1243,PO BOX,Middlefield,MA,Hampshire County,413,42.35,-73.01,0
1244,PO BOX,Mill River,MA,Berkshire County,413,42.12,-73.27,0
1252,PO BOX,North Egremont,MA,Berkshire County,413,42.17,-73.44,0
1260,PO BOX,South Lee,MA,Berkshire County,413,42.3,-73.23,0
1262,PO BOX,Stockbridge,MA,Berkshire County,413,42.3,-73.32,1206
1264,PO BOX,Tyringham,MA,Berkshire County,413,42.24,-73.19,0
1302,PO BOX,Greenfield,MA,Franklin County,413,42.58,-72.59,406
1347,PO BOX,Lake Pleasant,MA,Franklin County,,42.53,-72.54,0
1350,PO BOX,Monroe Bridge,MA,Franklin County,,42.72,-72.98,0
1438,PO BOX,East Templeton,MA,Worcester County,,42.53,-72.05,614
1467,PO BOX,Still River,MA,Worcester County,,42.49,-71.61,0
1472,PO BOX,West Groton,MA,Middlesex County,,42.61,-71.62,0
1477,PO BOX,Winchendon Springs,MA,Worcester County,351,42.69,-72.01,0
1508,PO BOX,Charlton City,MA,Worcester County,,42.13,-71.96,795
1509,PO BOX,Charlton Depot,MA,Worcester County,,42.13,-71.96,0
1517,PO BOX,East Princeton,MA,Worcester County,,42.46,-71.89,0
1525,PO BOX,Linwood,MA,Worcester County,,42.05,-71.64,677
1526,PO BOX,Manchaug,MA,Worcester County,,42.12,-71.76,475
1538,PO BOX,North Uxbridge,MA,Worcester County,,42.05,-71.64,491
1561,PO BOX,South Lancaster,MA,Worcester County,,42.43,-71.69,925
1586,PO BOX,West Millbury,MA,Worcester County,,42.19,-71.76,0
1601,PO BOX,Worcester,MA,Worcester County,508,42.26,-71.8,0
1613,PO BOX,Worcester,MA,Worcester County,508,42.26,-71.8,1083
1614,PO BOX,Worcester,MA,Worcester County,508,42.26,-71.8,0
1615,PO BOX,Worcester,MA,Worcester County,508,42.26,-71.8,0
1703,PO BOX,Framingham,MA,Middlesex County,508,42.3,-71.43,0
1704,PO BOX,Framingham,MA,Middlesex County,508,42.3,-71.43,0
1705,PO BOX,Framingham,MA,Middlesex County,508,42.3,-71.43,0
1784,PO BOX,Woodville,MA,Middlesex County,,42.23,-71.55,0
1822,PO BOX,Billerica,MA,Middlesex County,351,42.55,-71.26,0
1831,PO BOX,Haverhill,MA,Essex County,351,42.78,-71.08,632
1842,PO BOX,Lawrence,MA,Essex County,351,42.7,-71.16,1174
1853,PO BOX,Lowell,MA,Middlesex County,351,42.63,-71.32,1292
1865,PO BOX,Nutting Lake,MA,Middlesex County,,42.54,-71.25,0
1866,PO BOX,Pinehurst,MA,Middlesex County,,42.53,-71.23,0
1885,PO BOX,West Boxford,MA,Essex County,,42.67,-71.03,0
1888,PO BOX,Woburn,MA,Middlesex County,339,42.48,-71.15,0
1903,PO BOX,Lynn,MA,Essex County,339,42.47,-70.96,851
1931,PO BOX,Gloucester,MA,Essex County,351,42.62,-70.66,442
1936,PO BOX,Hamilton,MA,Essex County,,42.61,-70.86,0
1937,PO BOX,Hathorne,MA,Essex County,,42.57,-70.95,0
1961,PO BOX,Peabody,MA,Essex County,351,42.53,-70.97,0
1965,PO BOX,Prides Crossing,MA,Essex County,351,42.56,-70.86,0
1971,PO BOX,Salem,MA,Essex County,351,42.51,-70.89,0
2018,PO BOX,Accord,MA,Plymouth County,339,42.17,-70.88,0
2020,PO BOX,Brant Rock,MA,Plymouth County,,42.08,-70.64,661
2027,PO BOX,Dedham,MA,Norfolk County,339,42.24,-71.17,0
2040,PO BOX,Greenbush,MA,Plymouth County,339,42.19,-70.76,0
2041,PO BOX,Green Harbor,MA,Plymouth County,,42.1,-70.71,770
2047,PO BOX,Humarock,MA,Plymouth County,339,42.19,-70.76,595
2051,PO BOX,Marshfield Hills,MA,Plymouth County,,42.15,-70.73,661
2055,PO BOX,Minot,MA,Plymouth County,339,42.19,-70.76,0
2059,PO BOX,North Marshfield,MA,Plymouth County,,42.1,-70.71,0
2060,PO BOX,North Scituate,MA,Plymouth County,339,42.21,-70.76,0
2065,PO BOX,Ocean Bluff,MA,Plymouth County,,42.1,-70.71,388
2070,PO BOX,Sheldonville,MA,Norfolk County,,42.05,-71.35,0
2112,PO BOX,Boston,MA,Suffolk County,617,42.35,-71.06,417
2117,PO BOX,Boston,MA,Suffolk County,617,42.35,-71.06,396
2123,PO BOX,Boston,MA,Suffolk County,617,42.35,-71.06,359
2137,PO BOX,Readville,MA,Suffolk County,617,42.25,-71.12,0
2153,PO BOX,Medford,MA,Middlesex County,617,42.42,-71.1,0
2156,PO BOX,West Medford,MA,Middlesex County,339,42.42,-71.13,0
2185,PO BOX,Braintree,MA,Norfolk County,339,42.2,-71,0
2187,PO BOX,Milton Village,MA,Norfolk County,617,42.26,-71.08,0
2196,PO BOX,Boston,MA,Suffolk County,617,42.35,-71.06,780
2205,PO BOX,Boston,MA,Suffolk County,617,42.35,-71.06,1513
2228,PO BOX,East Boston,MA,Suffolk County,617,42.35,-71.06,0
2238,PO BOX,Cambridge,MA,Middlesex County,617,42.37,-71.11,494
2269,PO BOX,Quincy,MA,Norfolk County,617,42.26,-71,426
2298,PO BOX,Boston,MA,Suffolk County,617,42.34,-71.05,0
2303,PO BOX,Brockton,MA,Plymouth County,508,42.08,-71.02,1124
2304,PO BOX,Brockton,MA,Plymouth County,508,42.08,-71.02,0
2305,PO BOX,Brockton,MA,Plymouth County,508,42.08,-71.02,0
2327,PO BOX,Bryantville,MA,Plymouth County,,42.06,-70.8,526
2331,PO BOX,Duxbury,MA,Plymouth County,339,42.04,-70.67,1673
2334,PO BOX,Easton,MA,Bristol County,508,42.03,-71.1,0
2337,PO BOX,Elmwood,MA,Plymouth County,,42.01,-70.96,0
2345,PO BOX,Manomet,MA,Plymouth County,,41.92,-70.56,1276
2350,PO BOX,Monponsett,MA,Plymouth County,,42.02,-70.84,447
2355,PO BOX,North Carver,MA,Plymouth County,,41.91,-70.79,0
2358,PO BOX,North Pembroke,MA,Plymouth County,,42.09,-70.78,0
2361,PO BOX,Plymouth,MA,Plymouth County,508,41.95,-70.66,0
2362,PO BOX,Plymouth,MA,Plymouth County,508,41.95,-70.66,902
2366,PO BOX,South Carver,MA,Plymouth County,,41.83,-70.72,0
2381,PO BOX,White Horse Beach,MA,Plymouth County,,41.93,-70.59,0
2447,PO BOX,Brookline Village,MA,Norfolk County,617,42.33,-71.13,0
2454,PO BOX,Waltham,MA,Middlesex County,339,42.38,-71.24,473
2455,PO BOX,North Waltham,MA,Middlesex County,339,42.39,-71.22,0
2456,PO BOX,New Town,MA,Middlesex County,617,42.33,-71.2,0
2457,PO BOX,Babson Park,MA,Norfolk County,339,42.29,-71.26,0
2471,PO BOX,Watertown,MA,Middlesex County,617,42.36,-71.17,0
2475,PO BOX,Arlington Heights,MA,Middlesex County,339,42.41,-71.18,0
2479,PO BOX,Waverley,MA,Middlesex County,,42.39,-71.17,0
2495,PO BOX,Nonantum,MA,Middlesex County,617,42.33,-71.2,0
2534,PO BOX,Cataumet,MA,Barnstable County,508,41.66,-70.61,855
2541,PO BOX,Falmouth,MA,Barnstable County,508,41.54,-70.6,571
2552,PO BOX,Menemsha,MA,Dukes County,,41.34,-70.73,0
2553,PO BOX,Monument Beach,MA,Barnstable County,508,41.71,-70.6,1031
2558,PO BOX,Onset,MA,Plymouth County,508,41.74,-70.66,1831
2561,PO BOX,Sagamore,MA,Barnstable County,508,41.78,-70.53,722
2564,PO BOX,Siasconset,MA,Nantucket County,508,41.27,-70,0
2565,PO BOX,Silver Beach,MA,Barnstable County,508,41.63,-70.64,0
2573,PO BOX,West Chop,MA,Dukes County,,41.45,-70.6,0
2574,PO BOX,West Falmouth,MA,Barnstable County,508,41.6,-70.64,1002
2575,PO BOX,West Tisbury,MA,Dukes County,,41.38,-70.67,1631
2584,PO BOX,Nantucket,MA,Nantucket County,508,41.27,-70.1,1700
2634,PO BOX,Centerville,MA,Barnstable County,508,41.66,-70.34,0
2637,PO BOX,Cummaquid,MA,Barnstable County,508,41.7,-70.24,549
2641,PO BOX,East Dennis,MA,Barnstable County,508,41.74,-70.15,1381
2643,PO BOX,East Orleans,MA,Barnstable County,508,41.74,-69.98,1081
2647,PO BOX,Hyannis Port,MA,Barnstable County,508,41.64,-70.3,397
2651,PO BOX,North Eastham,MA,Barnstable County,508,41.84,-69.97,1499
2652,PO BOX,North Truro,MA,Barnstable County,508,42.04,-70.09,718
2661,PO BOX,South Harwich,MA,Barnstable County,508,41.67,-70.04,0
2662,PO BOX,South Orleans,MA,Barnstable County,508,41.75,-69.99,840
2663,PO BOX,South Wellfleet,MA,Barnstable County,508,41.89,-69.98,539
2666,PO BOX,Truro,MA,Barnstable County,508,42,-70.06,1015
2669,PO BOX,West Chatham,MA,Barnstable County,508,41.68,-69.99,706
2672,PO BOX,West Hyannisport,MA,Barnstable County,508,41.66,-70.33,548
2712,PO BOX,Chartley,MA,Bristol County,508,41.97,-71.18,0
2713,PO BOX,Cuttyhunk,MA,Dukes County,,41.45,-70.8,0
2714,PO BOX,Dartmouth,MA,Bristol County,508,41.56,-71,0
2722,PO BOX,Fall River,MA,Bristol County,508,41.71,-71.1,551
2741,PO BOX,New Bedford,MA,Bristol County,508,41.66,-70.93,0
2742,PO BOX,New Bedford,MA,Bristol County,508,41.66,-70.93,0
2761,PO BOX,North Attleboro,MA,Bristol County,508,41.97,-71.33,0
2768,PO BOX,Raynham Center,MA,Bristol County,508,41.93,-71.04,438
2791,PO BOX,Westport Point,MA,Bristol County,508,41.52,-71.07,0
2801,PO BOX,Adamsville,RI,Newport County,401,41.51,-71.16,0
2802,PO BOX,Albion,RI,Providence County,401,41.95,-71.45,631
2807,PO BOX,Block Island,RI,Washington County,401,41.16,-71.58,1164
2823,PO BOX,Fiskeville,RI,Providence County,401,41.73,-71.54,0
2824,PO BOX,Forestdale,RI,Providence County,401,41.97,-71.55,0
2826,PO BOX,Glendale,RI,Providence County,401,41.97,-71.69,784
2829,PO BOX,Harmony,RI,Providence County,401,41.88,-71.61,0
2862,PO BOX,Pawtucket,RI,Providence County,401,41.87,-71.37,638
2872,PO BOX,Prudence Island,RI,Newport County,401,41.6,-71.31,0
2873,PO BOX,Rockville,RI,Washington County,401,41.44,-71.77,0
2880,PO BOX,Wakefield,RI,Washington County,401,41.45,-71.51,659
2883,PO BOX,Peace Dale,RI,Washington County,401,41.45,-71.5,0
2887,PO BOX,Warwick,RI,Kent County,401,41.7,-71.42,0
2901,PO BOX,Providence,RI,Providence County,401,41.82,-71.41,0
2940,PO BOX,Providence,RI,Providence County,401,41.82,-71.41,964
3040,PO BOX,East Candia,NH,Rockingham County,603,43.05,-71.27,0
3041,PO BOX,East Derry,NH,Rockingham County,603,42.88,-71.27,0
3061,PO BOX,Nashua,NH,Hillsborough County,603,42.74,-71.49,749
3073,PO BOX,North Salem,NH,Rockingham County,603,42.83,-71.22,0
3105,PO BOX,Manchester,NH,Hillsborough County,603,42.99,-71.45,489
3108,PO BOX,Manchester,NH,Hillsborough County,603,42.99,-71.45,775
3215,PO BOX,Waterville Valley,NH,Grafton County,603,43.95,-71.5,0
3231,PO BOX,East Andover,NH,Merrimack County,603,43.48,-71.76,0
3238,PO BOX,Glencliff,NH,Grafton County,603,43.98,-71.9,0
3247,PO BOX,Laconia,NH,Belknap County,603,43.56,-71.48,1419
3252,PO BOX,Lochmere,NH,Belknap County,603,43.47,-71.56,0
3260,PO BOX,North Sutton,NH,Merrimack County,603,43.36,-71.94,579
3272,PO BOX,South Newbury,NH,Merrimack County,603,43.29,-72,0
3273,PO BOX,South Sutton,NH,Merrimack County,603,43.31,-71.92,0
3274,PO BOX,Stinson Lake,NH,Grafton County,603,43.86,-71.8,0
3289,PO BOX,Winnisquam,NH,Belknap County,603,43.5,-71.49,0
3293,PO BOX,Woodstock,NH,Grafton County,603,43.97,-71.68,0
3302,PO BOX,Concord,NH,Merrimack County,603,43.23,-71.56,1096
3468,PO BOX,West Peterborough,NH,Hillsborough County,603,42.85,-71.96,0
3469,PO BOX,West Swanzey,NH,Cheshire County,603,42.87,-72.32,709
3575,PO BOX,Bretton Woods,NH,Coos County,603,44.34,-71.55,0
3589,PO BOX,Mount Washington,NH,Coí_s County,603,44.27,-71.3,0
3595,PO BOX,Twin Mountain,NH,Coos County,603,44.3,-71.5,587
3597,PO BOX,West Stewartstown,NH,Coí_s County,603,44.95,-71.49,493
3604,PO BOX,Drewsville,NH,Cheshire County,603,43.12,-72.39,0
3746,PO BOX,Cornish Flat,NH,Sullivan County,603,43.49,-72.27,435
3749,PO BOX,Enfield Center,NH,Grafton County,603,43.57,-72.11,0
3751,PO BOX,Georges Mills,NH,Sullivan County,603,43.42,-72.07,491
3754,PO BOX,Guild,NH,Sullivan County,603,43.37,-72.14,0
3756,PO BOX,Lebanon,NH,Grafton County,603,43.63,-72.25,0
3769,PO BOX,Lyme Center,NH,Grafton County,603,43.83,-72.1,0
3802,PO BOX,Portsmouth,NH,Rockingham County,603,43.05,-70.78,977
3804,PO BOX,Portsmouth,NH,Rockingham County,603,43.05,-70.78,0
3821,PO BOX,Dover,NH,Strafford County,603,43.19,-70.87,767
3832,PO BOX,Eaton Center,NH,Carroll County,603,43.9,-71.06,0
3843,PO BOX,Hampton,NH,Rockingham County,603,42.94,-70.82,868
3847,PO BOX,Kearsarge,NH,Carroll County,603,44.06,-71.06,0
3850,PO BOX,Melvin Village,NH,Carroll County,603,43.69,-71.28,521
3854,PO BOX,New Castle,NH,Rockingham County,603,43.05,-70.72,959
3859,PO BOX,Newton Junction,NH,Rockingham County,603,42.86,-71.04,0
3866,PO BOX,Rochester,NH,Strafford County,603,43.3,-70.97,836
3871,PO BOX,Rye Beach,NH,Rockingham County,603,43.01,-70.76,554
3896,PO BOX,Wolfeboro Falls,NH,Carroll County,603,43.59,-71.24,1141
3910,PO BOX,York Beach,ME,York County,207,43.18,-70.67,1165
3911,PO BOX,York Harbor,ME,York County,207,43.14,-70.64,717
4004,PO BOX,Bar Mills,ME,York County,207,43.61,-70.54,503
4006,PO BOX,Biddeford Pool,ME,York County,207,43.44,-70.34,0
4007,PO BOX,Biddeford,ME,York County,207,43.46,-70.44,0
4014,PO BOX,Cape Porpoise,ME,York County,207,43.37,-70.43,0
4016,PO BOX,Center Lovell,ME,Oxford County,207,44.17,-70.87,0
4019,PO BOX,Cliff Island,ME,Cumberland County,207,43.69,-70.1,0
4028,PO BOX,East Parsonsfield,ME,York County,207,43.72,-70.91,0
4054,PO BOX,Moody,ME,York County,207,43.3,-70.59,596
4056,PO BOX,Newfield,ME,York County,207,43.64,-70.84,0
4057,PO BOX,North Bridgton,ME,Cumberland County,207,44.1,-70.7,0
4063,PO BOX,Ocean Park,ME,York County,207,43.51,-70.38,0
4070,PO BOX,Scarborough,ME,Cumberland County,207,43.59,-70.33,1150
4077,PO BOX,South Casco,ME,Cumberland County,207,43.87,-70.51,477
4078,PO BOX,South Freeport,ME,Cumberland County,207,43.86,-70.1,539
4082,PO BOX,South Windham,ME,Cumberland County,207,43.73,-70.42,0
4094,PO BOX,West Kennebunk,ME,York County,207,43.41,-70.62,444
4098,PO BOX,Westbrook,ME,Cumberland County,207,43.69,-70.35,537
4104,PO BOX,Portland,ME,Cumberland County,207,43.66,-70.25,1758
4112,PO BOX,Portland,ME,Cumberland County,207,43.66,-70.25,826
4116,PO BOX,South Portland,ME,Cumberland County,207,43.63,-70.28,0
4211,PO BOX,Auburn,ME,Androscoggin County,207,44.08,-70.24,514
4212,PO BOX,Auburn,ME,Androscoggin County,207,44.08,-70.24,517
4223,PO BOX,Danville,ME,Androscoggin County,207,44.03,-70.27,0
4227,PO BOX,East Dixfield,ME,Oxford County,207,44.57,-70.3,0
4230,PO BOX,East Poland,ME,Androscoggin County,207,44.06,-70.33,0
4234,PO BOX,East Wilton,ME,Franklin County,207,44.61,-70.18,0
4241,PO BOX,Lewiston,ME,Androscoggin County,207,44.08,-70.17,462
4243,PO BOX,Lewiston,ME,Androscoggin County,207,44.08,-70.17,724
4262,PO BOX,North Jay,ME,Franklin County,207,44.53,-70.21,0
4266,PO BOX,North Turner,ME,Androscoggin County,207,44.33,-70.25,0
4267,PO BOX,North Waterford,ME,Oxford County,207,44.2,-70.72,0
4271,PO BOX,Paris,ME,Oxford County,207,44.26,-70.49,0
4286,PO BOX,West Bethel,ME,Oxford County,207,44.4,-70.86,0
4288,PO BOX,West Minot,ME,Androscoggin County,207,44.17,-70.33,0
4291,PO BOX,West Poland,ME,Androscoggin County,207,44.05,-70.45,0
4332,PO BOX,Augusta,ME,Kennebec County,207,44.33,-69.72,714
4338,PO BOX,Augusta,ME,Kennebec County,207,44.33,-69.72,0
4341,PO BOX,Coopers Mills,ME,Lincoln County,207,44.27,-69.49,0
4343,PO BOX,East Winthrop,ME,Kennebec County,207,44.33,-69.9,0
4359,PO BOX,South Gardiner,ME,Kennebec County,207,44.17,-69.78,453
4402,PO BOX,Bangor,ME,Penobscot County,207,44.83,-68.78,1432
4415,PO BOX,Brownville Junction,ME,Piscataquis County,207,45.35,-69.05,0
4431,PO BOX,East Orland,ME,Hancock County,207,44.58,-68.66,0
4454,PO BOX,Lambert Lake,ME,Washington County,207,45.54,-67.52,0
4467,PO BOX,Olamon,ME,Penobscot County,207,45.12,-68.61,0
4481,PO BOX,Sebec,ME,Piscataquis County,207,45.27,-69.11,475
4485,PO BOX,Shirley Mills,ME,Piscataquis County,207,45.35,-69.63,0
4489,PO BOX,Stillwater,ME,Penobscot County,207,45.01,-68.72,0
4491,PO BOX,Vanceboro,ME,Washington County,207,45.56,-67.43,0
4565,PO BOX,Sebasco Estates,ME,Sagadahoc County,207,43.77,-69.84,0
4570,PO BOX,Squirrel Island,ME,Lincoln County,207,43.8,-69.63,0
4575,PO BOX,West Boothbay Harbor,ME,Lincoln County,207,43.85,-69.65,0
4611,PO BOX,Beals,ME,Washington County,207,44.48,-67.58,0
4625,PO BOX,Cranberry Isles,ME,Hancock County,207,44.24,-68.26,0
4629,PO BOX,East Blue Hill,ME,Hancock County,207,44.44,-68.54,0
4635,PO BOX,Frenchboro,ME,Hancock County,207,44.11,-68.36,0
4637,PO BOX,Grand Lake Stream,ME,Washington County,207,45.17,-67.77,0
4644,PO BOX,Hulls Cove,ME,Hancock County,207,44.42,-68.27,0
4645,PO BOX,Isle Au Haut,ME,Knox County,207,44.04,-68.62,0
4646,PO BOX,Islesford,ME,Hancock County,207,44.3,-68.27,0
4662,PO BOX,Northeast Harbor,ME,Hancock County,207,44.3,-68.36,466
4672,PO BOX,Salsbury Cove,ME,Hancock County,207,44.43,-68.32,0
4675,PO BOX,Seal Harbor,ME,Hancock County,207,44.29,-68.24,0
4734,PO BOX,Blaine,ME,Aroostook County,207,46.5,-67.86,553
4738,PO BOX,Crouseville,ME,Aroostook County,207,46.76,-68.08,0
4741,PO BOX,Estcourt Station,ME,Aroostook County,207,47.4,-69.17,0
4744,PO BOX,Fort Kent Mills,ME,Aroostook County,207,47.23,-68.58,0
4761,PO BOX,New Limerick,ME,Aroostook County,207,46.1,-67.96,457
4775,PO BOX,Sheridan,ME,Aroostook County,207,46.66,-68.41,0
4846,PO BOX,Glen Cove,ME,Knox County,207,44.11,-69.08,0
4850,PO BOX,Lincolnville Center,ME,Waldo County,207,44.3,-69.07,0
4851,PO BOX,Matinicus,ME,Knox County,207,43.86,-68.88,0
4852,PO BOX,Monhegan,ME,Lincoln County,207,43.76,-69.32,0
4855,PO BOX,Port Clyde,ME,Knox County,207,43.93,-69.25,0
4865,PO BOX,West Rockport,ME,Knox County,207,44.19,-69.15,0
4903,PO BOX,Waterville,ME,Kennebec County,207,44.54,-69.66,818
4926,PO BOX,China Village,ME,Kennebec County,207,44.47,-69.51,0
4933,PO BOX,East Newport,ME,Penobscot County,207,44.81,-69.22,0
4935,PO BOX,East Vassalboro,ME,Kennebec County,207,44.44,-69.6,0
4940,PO BOX,Farmington Falls,ME,Franklin County,207,44.62,-70.07,0
4944,PO BOX,Hinckley,ME,Somerset County,207,44.67,-69.65,0
4954,PO BOX,New Portland,ME,Somerset County,207,44.88,-70.09,0
4964,PO BOX,Oquossoc,ME,Franklin County,207,44.96,-70.77,0
4972,PO BOX,Sandy Point,ME,Waldo County,207,44.52,-68.84,0
4975,PO BOX,Shawmut,ME,Kennebec County,207,44.62,-69.6,0
4992,PO BOX,West Farmington,ME,Franklin County,207,44.63,-70.16,476
5030,PO BOX,Ascutney,VT,Windsor County,802,43.41,-72.42,676
5031,PO BOX,Barnard,VT,Windsor County,802,43.73,-72.62,0
5047,PO BOX,Hartford,VT,Windsor County,802,43.65,-72.32,698
5049,PO BOX,Hartland Four Corners,VT,Windsor County,802,43.54,-72.42,0
5050,PO BOX,Mc Indoe Falls,VT,Caledonia County,802,44.26,-72.06,0
5054,PO BOX,North Thetford,VT,Orange County,802,43.84,-72.18,0
5059,PO BOX,Quechee,VT,Windsor County,802,43.65,-72.42,1287
5074,PO BOX,Thetford,VT,Orange County,802,43.82,-72.23,0
5085,PO BOX,West Newbury,VT,Orange County,802,44.06,-72.12,0
5088,PO BOX,Wilder,VT,Windsor County,802,43.67,-72.31,1290
5144,PO BOX,Chester Depot,VT,Windsor County,802,43.28,-72.63,0
5159,PO BOX,Westminster Station,VT,Windham County,802,43.04,-72.48,0
5254,PO BOX,Manchester,VT,Bennington County,802,43.16,-73.07,845
5302,PO BOX,Brattleboro,VT,Windham County,802,42.86,-72.57,662
5303,PO BOX,Brattleboro,VT,Windham County,802,42.86,-72.57,430
5304,PO BOX,Brattleboro,VT,Windham County,802,42.86,-72.57,0
5344,PO BOX,Marlboro,VT,Windham County,802,42.86,-72.72,431
